#pas_grille;100.000000
#nom_grille;grille_calage_Z49-50_100m
009943001195;994300.109029;119500.001408
009943001196;994300.076342;119600.010754
009943001197;994300.043655;119700.020100
009943001198;994300.010969;119800.029446
009943001199;994299.978282;119900.038792
009943001200;994299.945595;120000.048138
009943001201;994299.959261;120100.043485
009943001202;994299.972927;120200.038833
009943001203;994299.986593;120300.034180
009943001204;994300.000259;120400.029527
009944001195;994400.112548;119500.028200
009944001196;994400.078510;119600.020995
009944001197;994400.041235;119700.029794
009944001198;994399.997727;119800.038281
009944001199;994399.943863;119900.065876
009944001200;994399.926126;120000.078031
009944001201;994399.927742;120100.083685
009944001202;994399.955870;120200.064456
009944001203;994399.975229;120300.054073
009944001204;994399.997724;120400.039752
009945001195;994500.116067;119500.054993
009945001196;994500.073738;119600.057184
009945001197;994500.042285;119700.022832
009945001198;994499.975921;119800.071988
009945001199;994499.894204;119900.121692
009945001200;994499.889163;120000.144024
009945001201;994499.914687;120100.122263
009945001202;994499.930673;120200.109139
009945001203;994499.972502;120300.067921
009945001204;994499.995188;120400.049976
009946001195;994600.105685;119500.069318
009946001196;994600.062110;119600.068780
009946001197;994600.021517;119700.085348
009946001198;994599.926644;119800.135018
009946001199;994599.861069;119900.183811
009946001200;994599.873954;120000.180672
009946001201;994599.897142;120100.174838
009946001202;994599.940117;120200.125552
009946001203;994599.985518;120300.076098
009946001204;994600.009042;120400.046666
009947001195;994700.095302;119500.083643
009947001196;994700.065963;119600.094433
009947001197;994699.998070;119700.127647
009947001198;994699.924324;119800.157156
009947001199;994699.908061;119900.163265
009947001200;994699.875500;120000.202998
009947001201;994699.895718;120100.174528
009947001202;994699.959604;120200.125190
009947001203;994700.001857;120300.075821
009947001204;994700.022896;120400.043357
009948001195;994800.084920;119500.097968
009948001196;994800.059876;119600.109327
009948001197;994800.003711;119700.137901
009948001198;994799.958690;119800.150710
009948001199;994799.931512;119900.159974
009948001200;994799.912895;120000.141749
009948001201;994799.923415;120100.141459
009948001202;994799.977606;120200.096696
009948001203;994800.017592;120300.061353
009948001204;994800.036751;120400.040047
009949001195;994900.074538;119500.112293
009949001196;994900.052838;119600.114998
009949001197;994900.028051;119700.121183
009949001198;994900.007985;119800.138148
009949001199;994899.980725;119900.110783
009949001200;994899.962524;120000.144319
009949001201;994899.972946;120100.105574
009949001202;994899.987820;120200.099644
009949001203;994900.034526;120300.056118
009949001204;994900.050605;120400.036737
009950001195;995000.064156;119500.126617
009950001196;995000.050020;119600.119935
009950001197;995000.049997;119700.083509
009950001198;995000.057303;119800.088908
009950001199;995000.029913;119900.112662
009950001200;995000.012206;120000.063486
009950001201;995000.022182;120100.060205
009950001202;995000.037105;120200.060190
009950001203;995000.052883;120300.048837
009950001204;995000.064459;120400.033427
009951001195;995100.060821;119500.113417
009951001196;995100.044203;119600.090822
009951001197;995100.052417;119700.072979
009951001198;995100.071584;119800.055875
009951001199;995100.079299;119900.053520
009951001200;995100.061363;120000.040841
009951001201;995100.071399;120100.020523
009951001202;995100.082445;120200.019065
009951001203;995100.075255;120300.030742
009951001204;995100.083459;120400.014446
009952001195;995200.057485;119500.100217
009952001196;995200.052315;119600.086508
009952001197;995200.054678;119700.062672
009952001198;995200.075611;119800.050972
009952001199;995200.121771;119900.049846
009952001200;995200.077013;120000.029165
009952001201;995200.077306;120099.996536
009952001202;995200.082304;120199.990624
009952001203;995200.088653;120300.008288
009952001204;995200.102459;120399.995465
009953001195;995300.054150;119500.087017
009953001196;995300.055125;119600.072190
009953001197;995300.048860;119700.043888
009953001198;995300.064086;119800.048210
009953001199;995300.072642;119900.040105
009953001200;995300.071560;120000.029765
009953001201;995300.081474;120100.014961
009953001202;995300.092997;120200.002526
009953001203;995300.106401;120299.988938
009953001204;995300.121459;120399.976484
009954001195;995400.050815;119500.073817
009954001196;995400.057349;119600.059781
009954001197;995400.063884;119700.045745
009954001198;995400.070418;119800.031709
009954001199;995400.076952;119900.017673
009954001200;995400.083486;120000.003637
009954001201;995400.097730;120099.992103
009954001202;995400.111973;120199.980570
009954001203;995400.126216;120299.969037
009954001204;995400.140459;120399.957503
