#pas_grille;100.000000
#nom_grille;grille_calage_Z163_100m
009968001172;996800.021507;117200.000399
009968001173;996800.039283;117300.008799
009968001174;996800.057058;117400.017199
009968001175;996800.074833;117500.025599
009968001176;996800.080783;117600.022433
009968001177;996800.086732;117700.019267
009968001178;996800.092681;117800.016101
009968001179;996800.098631;117900.012935
009968001180;996800.104580;118000.009769
009968001181;996800.100056;118100.020792
009968001182;996800.095531;118200.031815
009968001183;996800.091007;118300.042838
009969001172;996900.037459;117199.987252
009969001173;996900.081928;117300.015107
009969001174;996900.084382;117400.014559
009969001175;996900.085853;117500.009146
009969001176;996900.089306;117599.993368
009969001177;996900.096008;117700.000720
009969001178;996900.106089;117799.996290
009969001179;996900.100559;117900.010371
009969001180;996900.101957;118000.016315
009969001181;996900.091488;118100.032988
009969001182;996900.087518;118200.048303
009969001183;996900.086320;118300.051683
009970001172;997000.053411;117199.974105
009970001173;997000.080826;117299.992023
009970001174;997000.109740;117400.009273
009970001175;997000.086634;117499.992610
009970001176;997000.098435;117599.965068
009970001177;997000.111035;117699.956052
009970001178;997000.122051;117799.966912
009970001179;997000.126254;117900.005184
009970001180;997000.093473;118000.020006
009970001181;997000.082107;118100.037868
009970001182;997000.083153;118200.047699
009970001183;997000.081632;118300.060527
009971001172;997100.057175;117199.967238
009971001173;997100.076867;117299.976526
009971001174;997100.115182;117399.984890
009971001175;997100.100912;117499.994312
009971001176;997100.134266;117599.960029
009971001177;997100.145509;117699.911115
009971001178;997100.081153;117799.957655
009971001179;997100.076467;117900.005125
009971001180;997100.065007;118000.030263
009971001181;997100.079218;118100.036426
009971001182;997100.075319;118200.047904
009971001183;997100.072744;118300.061690
009972001172;997200.060939;117199.960370
009972001173;997200.079257;117299.964993
009972001174;997200.127507;117399.966124
009972001175;997200.109281;117499.974143
009972001176;997200.113127;117599.978280
009972001177;997200.096160;117699.946789
009972001178;997200.067468;117799.969749
009972001179;997200.055089;117900.001070
009972001180;997200.076314;118000.018872
009972001181;997200.074333;118100.027970
009972001182;997200.066527;118200.047970
009972001183;997200.063856;118300.062853
009973001172;997300.064703;117199.953503
009973001173;997300.080644;117299.955041
009973001174;997300.096304;117399.950217
009973001175;997300.109015;117499.954205
009973001176;997300.100228;117599.954221
009973001177;997300.069382;117699.922935
009973001178;997300.061674;117799.928512
009973001179;997300.059334;117899.978172
009973001180;997300.071570;117999.990803
009973001181;997300.064888;118100.021574
009973001182;997300.052687;118200.050309
009973001183;997300.054968;118300.064015
009974001172;997400.068468;117199.946635
009974001173;997400.082436;117299.947524
009974001174;997400.096056;117399.935738
009974001175;997400.096814;117499.912222
009974001176;997400.094923;117599.914377
009974001177;997400.076598;117699.895807
009974001178;997400.063492;117799.908174
009974001179;997400.065993;117899.957659
009974001180;997400.072935;117999.980418
009974001181;997400.021466;118100.029900
009974001182;997400.026858;118200.074854
009974001183;997400.046080;118300.065178
009975001172;997500.072232;117199.939767
009975001173;997500.085688;117299.940422
009975001174;997500.104643;117399.935813
009975001175;997500.106156;117499.924645
009975001176;997500.090276;117599.902530
009975001177;997500.071403;117699.951795
009975001178;997500.057744;117799.932407
009975001179;997500.060495;117899.981925
009975001180;997500.064309;117999.974043
009975001181;997500.018331;118100.012818
009975001182;997500.029279;118200.061807
009975001183;997500.037192;118300.066341
009976001172;997600.080717;117199.944652
009976001173;997600.094576;117299.945633
009976001174;997600.110803;117399.944000
009976001175;997600.117588;117499.942355
009976001176;997600.099611;117599.943114
009976001177;997600.079334;117699.939886
009976001178;997600.068009;117799.938049
009976001179;997600.055770;117899.971320
009976001180;997600.057962;117999.997274
009976001181;997600.015503;118100.027988
009976001182;997600.037615;118200.038762
009976001183;997600.047055;118300.049636
009977001172;997700.089202;117199.949537
009977001173;997700.103406;117299.951865
009977001174;997700.117511;117399.952365
009977001175;997700.129013;117499.953944
009977001176;997700.116222;117599.960810
009977001177;997700.099677;117699.967637
009977001178;997700.083499;117799.970616
009977001179;997700.061961;117899.970592
009977001180;997700.055070;117999.991572
009977001181;997700.046567;118100.013896
009977001182;997700.043924;118200.025936
009977001183;997700.056917;118300.032931
009978001172;997800.097688;117199.954422
009978001173;997800.112860;117299.956418
009978001174;997800.128033;117399.958413
009978001175;997800.143205;117499.960408
009978001176;997800.128595;117599.964524
009978001177;997800.113986;117699.968640
009978001178;997800.099376;117799.972756
009978001179;997800.084766;117899.976872
009978001180;997800.070156;117999.980988
009978001181;997800.069031;118099.992734
009978001182;997800.067905;118200.004480
009978001183;997800.066780;118300.016226
